PC1,PC2
-0.4689088673338505,-2.062822306174058
-0.955439577008192,-1.705008868449914
-2.048512914114752,-1.7411599437462368
-1.7992841099195669,-1.993077872987449
-0.6805064277185279,0.1605854702746237
-2.1654768363892956,0.4629334725006007
-1.4599314359674738,-1.692534867536488
-1.9057262370373398,-2.4150639154731324
0.14733799794455635,-1.9320815577307604
-1.835955776864474,1.3576866599933513
-1.4480785511139935,0.9197792053028676
-0.02920699199620513,-0.3619235864682806
-0.8426673595197159,1.2376839063960252
-1.2190205695050087,1.1558005314860689
-1.3555422060717899,-1.2441626825400007
-0.4270697882832822,1.2448581037837083
-0.37056149496226337,0.15644556183127195
-0.7702171705830553,1.781500219136265
0.6444395319475715,-0.3960765847168441
-0.029921981836454167,1.8341318477939366
-1.5966243800998132,0.9560816284737864
-1.735745517141018,-1.1285711088976975
-1.9559534104464928,-2.690962464199767
-1.2953346224739295,1.2830120096590207
-0.5081100102197215,-1.695825218093025
-1.3395481156342643,0.2717490612712367
-0.8179301508922147,1.1609253221936073
-1.5216430772077103,0.16405356943678154
-0.2468769899131175,1.150713537305565
-1.0476696635462173,-2.85688777402683
-1.1201041170142736,1.081542520147435
0.15128534156464496,0.3434499848148468
-0.45301993515108285,-0.13742956714772808
-1.5092987638427635,1.4088768941750016
-1.611297957767649,1.2140091135671873
-2.218151980770486,-1.2371021332985117
-0.6537504762451766,-1.8478740758835794
-0.4205452313903224,0.652628971640922
-1.6296919287056453,1.480224044063449
0.07644477462873533,-0.9564275859144953
2.146176928387245,-2.2178484984630873
-1.3434839044959965,2.135472038317467
2.7060530502257687,0.936453749765369
1.096146746897516,0.6734477555405345
2.7688844845989475,-0.8852166502276757
-0.4099549757441778,0.1912312346675431
-2.3782303501566404,-4.15855476460125
-0.662453229525309,-4.633693661103239
3.6603202691058834,-0.4316336085915192
0.7165903357929242,-0.18382662929246538
-1.8127628432741612,0.7798725578423472
-2.7297463128096857,-2.088229543341906
0.579718266842979,0.5786543833549797
-4.36317643539369,1.4143293122525806
1.2145396308133483,0.25993823504128105
-0.9688490624359669,0.7720998847958038
-4.568635487921354,-1.2416673715089845
0.9533239843546252,-0.2120085994741889
-0.13106562351009773,-0.641376381697356
