año,satisfaccion_alumnos,satisfaccion_profesores,tasa_abandono,autoeficacia_3_anos,porcentaje_no_desempleados
2020,1.5156529991744312,0.7017770359718571,9.027140642489446,1.712566693857093,15.090735136363927
2021,1.3820175838421307,0.733951866205557,10.356207323784872,1.605475659711018,9.939751167797601
2022,1.418970404192351,0.8216964198848703,11.437707269018873,1.4258851475827152,9.877165136412401
2023,1.4914062137956843,0.681559437450552,14.270698010836815,1.5598925409189506,10.293512037469783
