año,satisfaccion_alumnos,satisfaccion_profesores,satisfaccion_promedio,tasa_abandono,autoeficacia_3_anos,porcentaje_no_desempleados
2020,,,,,,
2021,0.19558205660467198,0.09928612448769769,0.1529772273713732,2.673802322063384,0.37491000586870715,5.120062711788378
2022,-0.12511949351060458,-0.011699575815130814,-0.06456644926583444,-1.1192779846819843,0.23190866346964967,-1.8606241406451858
2023,0.0583147495791243,0.11107045634920709,0.0405165369052245,0.9934661463467087,-0.04595650500345094,-0.5241684862189402
