CURSO;COD_RUCT;TITULACION;CENTRO;AUTOEFICACIA_3_ANYOS
2021-22;2502660;GRADO EN INGENIERÍA DE LA ENERGÍA;E.T.S.I. INDUSTRIALES;7,490000
2021-22;2502731;GRADO EN INGENIERÍA BIOMÉDICA;E.T.S.I. INDUSTRIALES;7,180000
2021-22;2503025;GRADO EN FUNDAMENTOS DE LA ARQUITECTURA;E.T.S. DE ARQUITECTURA;5,470000
2021-22;4310279;MÁSTER UNIVERSITARIO EN COMPUTACIÓN EN LA NUBE Y DE ALTAS PRESTACIONES / CLOUD AND HIGH-PERFORMANCE COMPUTING;UNIDAD DE MÁSTERES UNIVERSITARIOS;7,500000
2021-22;4310280;MÁSTER UNIVERSITARIO EN EDIFICACIÓN;E.T.S. DE INGENIERÍA DE EDIFICACIÓN;5,210000
2021-22;4310282;MÁSTER UNIVERSITARIO EN INGENIERÍA ACÚSTICA;ESCUELA POLITECNICA SUPERIOR DE GANDIA;6,750000
2021-22;4310284;MÁSTER UNIVERSITARIO EN INGENIERÍA DE COMPUTADORES Y REDES;UNIDAD DE MÁSTERES UNIVERSITARIOS;3,330000
2021-22;4310288;MÁSTER UNIVERSITARIO EN TRANSPORTE, TERRITORIO Y URBANISMO;E.T.S.I. CAMINOS, CANALES Y PUERTOS;2,080000
2021-22;4310468;MÁSTER UNIVERSITARIO EN SANIDAD Y PRODUCCIÓN VEGETAL;UNIDAD DE MÁSTERES UNIVERSITARIOS;6,470000
2021-22;4310569;MÁSTER UNIVERSITARIO EN INGENIERÍA AVANZADA DE PRODUCCIÓN, LOGÍSTICA Y CADENA DE SUMINISTRO;E.T.S.I. INDUSTRIALES;6,500000
2021-22;4310809;MÁSTER UNIVERSITARIO EN ARTES VISUALES Y MULTIMEDIA;UNIDAD DE MÁSTERES UNIVERSITARIOS;6,020000
2021-22;4310811;MÁSTER UNIVERSITARIO EN SEGURIDAD INDUSTRIAL Y MEDIO AMBIENTE;UNIDAD DE MÁSTERES UNIVERSITARIOS;2,500000
2021-22;4310813;MÁSTER UNIVERSITARIO EN GESTIÓN DE EMPRESAS, PRODUCTOS Y SERVICIOS;FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS;5,750000
2021-22;4310814;MÁSTER UNIVERSITARIO EN DIRECCIÓN FINANCIERA Y FISCAL;FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS;6,250000
2021-22;4310898;MÁSTER UNIVERSITARIO EN DIRECCIÓN Y GESTIÓN DE PROYECTOS;E.T.S.I. INDUSTRIALES;6,460000
2021-22;4310960;MÁSTER UNIVERSITARIO EN GESTIÓN CULTURAL;UNIDAD DE MÁSTERES UNIVERSITARIOS;1,620000
2021-22;4310963;MÁSTER UNIVERSITARIO EN ARQUITECTURA AVANZADA, PAISAJE, URBANISMO Y DISEÑO;E.T.S. DE ARQUITECTURA;1,560000
2021-22;4310965;MÁSTER UNIVERSITARIO EN CIENCIA E INGENIERÍA DE LOS ALIMENTOS;E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL;5,690000
2021-22;4310966;MÁSTER UNIVERSITARIO EN CONSERVACIÓN DEL PATRIMONIO ARQUITECTÓNICO;E.T.S. DE ARQUITECTURA;6,570000
2021-22;4310967;MÁSTER UNIVERSITARIO EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES;UNIDAD DE MÁSTERES UNIVERSITARIOS;2,810000
2021-22;4310968;MÁSTER UNIVERSITARIO EN CONSTRUCCIONES E INSTALACIONES INDUSTRIALES;E.T.S.I. INDUSTRIALES;6,670000
2021-22;4310969;MÁSTER UNIVERSITARIO EN DISEÑO Y FABRICACIÓN INTEGRADA ASISTIDOS POR COMPUTADOR;E.T.S. DE INGENIERIA DEL DISEÑO;6,300000
2021-22;4310971;MÁSTER UNIVERSITARIO EN INGENIERÍA DE SISTEMAS ELECTRÓNICOS;E.T.S.I. DE TELECOMUNICACIÓN;7,500000
2021-22;4310972;MÁSTER UNIVERSITARIO EN INGENIERÍA Y TECNOLOGÍA DE SISTEMAS SOFTWARE;UNIDAD DE MÁSTERES UNIVERSITARIOS;5,000000
2021-22;4310973;MÁSTER UNIVERSITARIO EN INGENIERÍA DEL DISEÑO;E.T.S. DE INGENIERIA DEL DISEÑO;6,270000
2021-22;4310974;MÁSTER UNIVERSITARIO EN INGENIERÍA DEL HORMIGÓN;UNIDAD DE MÁSTERES UNIVERSITARIOS;5,890000
2021-22;4310975;MÁSTER UNIVERSITARIO EN INGENIERÍA DEL MANTENIMIENTO;E.T.S. DE INGENIERIA DEL DISEÑO;5,630000
2021-22;4310976;MÁSTER UNIVERSITARIO EN PLANIFICACIÓN Y GESTIÓN EN INGENIERÍA CIVIL;E.T.S.I. CAMINOS, CANALES Y PUERTOS;4,260000
2021-22;4310977;MÁSTER UNIVERSITARIO EN INGENIERÍA HIDRÁULICA Y MEDIO AMBIENTE;UNIDAD DE MÁSTERES UNIVERSITARIOS;3,060000
2021-22;4310978;MÁSTER UNIVERSITARIO EN INGENIERÍA MECÁNICA;UNIDAD DE MÁSTERES UNIVERSITARIOS;6,030000
2021-22;4310979;MÁSTER UNIVERSITARIO EN INTELIGENCIA ARTIFICIAL, RECONOCIMIENTO DE FORMAS E IMAGEN DIGITAL;UNIDAD DE MÁSTERES UNIVERSITARIOS;7,080000
2021-22;4310980;MÁSTER UNIVERSITARIO EN SISTEMAS PROPULSIVOS PARA UNA MOVILIDAD SOSTENIBLE;UNIDAD DE MÁSTERES UNIVERSITARIOS;4,670000
2021-22;4310981;MÁSTER UNIVERSITARIO EN TECNOLOGÍA ENERGÉTICA PARA DESARROLLO SOSTENIBLE;E.T.S.I. INDUSTRIALES;7,070000
2021-22;4310982;MÁSTER UNIVERSITARIO EN TECNOLOGÍAS, SISTEMAS Y REDES DE COMUNICACIONES;E.T.S.I. DE TELECOMUNICACIÓN;6,290000
2021-22;4311602;MÁSTER UNIVERSITARIO EN BIOTECNOLOGÍA BIOMÉDICA;UNIDAD DE MÁSTERES UNIVERSITARIOS;3,870000
2021-22;4311603;MÁSTER UNIVERSITARIO EN BIOTECNOLOGÍA MOLECULAR Y CELULAR DE PLANTAS;UNIDAD DE MÁSTERES UNIVERSITARIOS;3,060000
2021-22;4311604;MÁSTER UNIVERSITARIO EN ECONOMÍA AGROALIMENTARIA Y DEL MEDIO AMBIENTE;UNIDAD DE MÁSTERES UNIVERSITARIOS;6,670000
2021-22;4311605;MÁSTER UNIVERSITARIO EN GESTIÓN DE LA SEGURIDAD Y CALIDAD ALIMENTARIA;E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL;5,210000
2021-22;4311606;MÁSTER UNIVERSITARIO EN INGENIERÍA DE ANÁLISIS DE DATOS, MEJORA DE PROCESOS Y TOMA DE DECISIONES;UNIDAD DE MÁSTERES UNIVERSITARIOS;9,410000
2021-22;4311609;MÁSTER UNIVERSITARIO EN LENGUAS Y TECNOLOGÍA;UNIDAD DE MÁSTERES UNIVERSITARIOS;7,500000
2021-22;4311610;MÁSTER UNIVERSITARIO EN MEJORA GENÉTICA ANIMAL Y BIOTECNOLOGÍA DE LA REPRODUCCIÓN;UNIDAD DE MÁSTERES UNIVERSITARIOS;4,240000
2021-22;4311612;MÁSTER UNIVERSITARIO EN POSTPRODUCCIÓN DIGITAL;ESCUELA POLITECNICA SUPERIOR DE GANDIA;2,880000
2021-22;4311613;MÁSTER UNIVERSITARIO EN PREVENCIÓN DE RIESGOS LABORALES;UNIDAD DE MÁSTERES UNIVERSITARIOS;6,470000
2021-22;4311614;MÁSTER UNIVERSITARIO EN PRODUCCIÓN ARTÍSTICA;FACULTAD DE BELLAS ARTES;4,000000
2021-22;4311725;MÁSTER UNIVERSITARIO EN COOPERACIÓN AL DESARROLLO;UNIDAD DE MÁSTERES UNIVERSITARIOS;2,460000
2021-22;4311726;MÁSTER UNIVERSITARIO EN INGENIERÍA AMBIENTAL;E.T.S.I. CAMINOS, CANALES Y PUERTOS;5,140000
2021-22;4312033;MÁSTER UNIVERSITARIO EN ACUICULTURA;UNIDAD DE MÁSTERES UNIVERSITARIOS;5,630000
2021-22;4312991;MÁSTER UNIVERSITARIO EN EVALUACIÓN Y SEGUIMIENTO AMBIENTAL DE ECOSISTEMAS MARINOS Y COSTEROS;ESCUELA POLITECNICA SUPERIOR DE GANDIA;4,690000
2021-22;4313930;MÁSTER UNIVERSITARIO EN INVESTIGACIÓN MATEMÁTICA;UNIDAD DE MÁSTERES UNIVERSITARIOS;6,250000
2021-22;4314065;MÁSTER UNIVERSITARIO EN INGENIERÍA, PROCESADO Y CARACTERIZACIÓN DE MATERIALES;E. POLITÉCNICA SUPERIOR DE ALCOY;4,520000
2021-22;4314067;MÁSTER UNIVERSITARIO EN INGENIERÍA MECATRÓNICA;E.T.S. DE INGENIERIA DEL DISEÑO;8,140000
2021-22;4314071;MÁSTER UNIVERSITARIO EN INGENIERÍA DE ORGANIZACIÓN Y LOGÍSTICA;E. POLITÉCNICA SUPERIOR DE ALCOY;6,450000
2021-22;4314473;MÁSTER UNIVERSITARIO EN INGENIERÍA DE MONTES;E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL;6,250000
2021-22;4314518;MÁSTER UNIVERSITARIO EN INGENIERÍA DE TELECOMUNICACIÓN;E.T.S.I. DE TELECOMUNICACIÓN;7,140000
2021-22;4314521;MÁSTER UNIVERSITARIO EN INGENIERÍA AERONÁUTICA;E.T.S. DE INGENIERIA DEL DISEÑO;5,580000
2021-22;4314523;MÁSTER UNIVERSITARIO EN INGENIERÍA QUÍMICA;E.T.S.I. INDUSTRIALES;5,510000
2021-22;4314524;MÁSTER UNIVERSITARIO EN INGENIERÍA INDUSTRIAL;E.T.S.I. INDUSTRIALES;7,190000
2021-22;4314526;MÁSTER UNIVERSITARIO EN INGENIERÍA INFORMÁTICA;E.T.S. DE INGENIERÍA INFORMÁTICA;9,580000
2021-22;4314528;MÁSTER UNIVERSITARIO EN ENOLOGÍA;E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL;3,470000
2021-22;4314529;MÁSTER UNIVERSITARIO EN INGENIERÍA AGRONÓMICA;E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL;6,870000
2021-22;4314646;MÁSTER UNIVERSITARIO EN INGENIERÍA GEOMÁTICA Y GEOINFORMACIÓN;E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.;5,000000
2021-22;4314647;MÁSTER UNIVERSITARIO EN INGENIERÍA DE CAMINOS, CANALES Y PUERTOS;E.T.S.I. CAMINOS, CANALES Y PUERTOS;6,740000
2021-22;4314825;MÁSTER UNIVERSITARIO EN DIRECCIÓN DE EMPRESAS (MBA);E. POLITÉCNICA SUPERIOR DE ALCOY;3,460000
2021-22;4315070;MÁSTER UNIVERSITARIO EN ARQUITECTURA;E.T.S. DE ARQUITECTURA;5,680000
2021-22;4315921;MÁSTER UNIVERSITARIO EN INGENIERÍA BIOMÉDICA;E.T.S.I. INDUSTRIALES;6,750000
2021-22;4316840;MÁSTER UNIVERSITARIO EN MEJORA GENÉTICA VEGETAL;UNIDAD DE MÁSTERES UNIVERSITARIOS;4,890000
